key,type,gbif_key,gbif_publisher_key,license,issued,confidence,completeness,origin,title,alias,description,version,geographic_scope,taxonomic_scope,url,logo,notes,settings,source_key,contact,creator,editor,publisher,contributor
1032,TAXONOMIC,,,,2015-04-03,2,99,EXTERNAL,Cerambycidae database,TITAN,"Database started in 1986 with Cerambycids of the whole American Continent and extended to world wide species since 2002. It contains about 35.000 species and more than 215.000 bibliographic links including first publications, types locations, synonyms, flight period, host plants, behaviour, chorology, mimectics, parasites, phoretics and predators.",Apr 2015,,"Longhorn beetles, timber beetles",http://titan.gbif.fr/,https://github.com/Sp2000/colplus-repo/raw/master/logos/TITAN.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/32.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,G,Tavakilian,,,,,,,,,)","{""(,G.,Tavakilian,,,,,,,,,)"",""(,H.,Chevillotte,,,,,,,,,)""}",,,
1033,TAXONOMIC,,,OTHER,2017-10-27,4,98,EXTERNAL,Fungi Associated with Arthropods,Trichomycetes,"The trichomycetes (Fungi, class Trichomycetes plus ecologically related protozoans) are a cosmopolitan group of organisms that grow obligately in the guts of insects, crustaceans and millipedes that live in freshwater, marine or terrestrial habitats. Many trichomycetes appear to be commensalistic, but under particular circumstances they may provide their hosts with some essential organic nutrients. Some are known to produce cysts in the ovaries of adult females hosts which, in addition to sterilizing the host, serve as a mechanism of dispersal.",Oct 2017,,Fungi associated with Arthropods,http://www.nhm.ku.edu/~fungi/,https://github.com/Sp2000/colplus-repo/raw/master/logos/Trichomycetes.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/33.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""botanical"", ""distribution gazetteer"": ""text""}",,"(,RW,Lichtwardt,,,,,,,,,)","{""(,R.W.,Lichtwardt,,,,,,,,,)""}",,,
1034,TAXONOMIC,,,OTHER,2007-09-17,4,95,EXTERNAL,Universal Chalcidoidea Database,UCD,"Work on the Universal Chalcidoidea Database was started, with the help of small grants from Unilever and Tate & Lyle plc, in August 1991 with the aim of making it freely available in electronic format. The Chalcidoidea is a large group of insects, currently numbering about 23,000 species, many of which have an important impact on major ecosystems and are frequently used for the biocontrol of insect pests. The database is intended to provide comprehensive information on the taxonomy, biology and distribution of all included species.",Sep 2007,Global,Chalcidoid wasps,http://www.nhm.ac.uk/entomology/chalcidoids,https://github.com/Sp2000/colplus-repo/raw/master/logos/UCD.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/34.tar.gz"", ""data format"": ""acef"", ""import frequency"": 1, ""nomenclatural code"": ""zoological""}",,"(,J,Noyes,,,,,,,,,)","{""(,J.,Noyes,,,,,,,,,)""}",,,
1036,TAXONOMIC,,,,2017-10-27,3,28,EXTERNAL,Home of the Xylariaceae,Xylariaceae,"Members of the Xylariaceae are among the most commonly encountered groups of ascomycetes. Most are inhabitants of wood, seeds, fruits or leaves of angiosperms; some are associated with insect nests. Whilst most are saprobic and decay wood, some are plant pathogens; many are endophytes. They are commonly found throughout the temperate and tropical regions of the World.",Oct 2017,,Fungi associated with dead wood,http://mycology.sinica.edu.tw/xylariaceae/default.asp,https://github.com/Sp2000/colplus-repo/raw/master/logos/Xylariaceae.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/36.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""botanical"", ""distribution gazetteer"": ""text""}",,"(,YM,Ju,,,,,,,,,)","{""(,Y.M.,Ju,,,,,,,,,)"",""(,J.,Rogers,,,,,,,,,)""}",,,
1037,TAXONOMIC,,,,2011-10-14,4,95,EXTERNAL,Zoological-Botanical Database (Vespoidea),ZOBODAT Vespoidea,"ZOBODAT is a digitally organised biogeographical database including facilities for analysis, documentation and communication. Founded in 1972 by Univ.- Prof. Dr. Ernst Rudolf Reichl, ZOBODAT was taken over by the federal county of Upper Austria in 1999. It is located at the Biology Centre of the Museum of Upper Austria. The original database includes information about the temporal and spatial distribution of animal and plant species and various supporting information topics. Most of the data traditionally refer to insects of Austria, but ZOBODAT can be used for all groups of organisms and world-wide. ZOBODAT contributes world vespid wasps to the Catalogue of Life.","4.0, Oct 2011",,Vespid wasps,http://www.zobodat.at,https://github.com/Sp2000/colplus-repo/raw/master/logos/ZOBODAT_Vespoidea.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/37.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,J,Gusenleitner,,,,,,,,,)","{""(,J.,Gusenleitner,,,,,,,,,)""}",,,
1038,TAXONOMIC,,,,2017-10-27,4,98,EXTERNAL,Zygomycetes,Zygomycetes,"The Mucorales, Zoopagales, Dimargaritales and Kickxellales are characterised by a wide range of life strategies for such a relatively small number of phylogenetically related species. Whilst most are saprobic (in soil) others are pathogenic on plants, animals (including man) and other fungi, either facultatively and unspecialized or highly host specific. They are mainly mesophiles but some are psychrophiles and others thermophiles; most are temperate but some only have a tropical distribution and a number of species are very widely distributed, having been recorded from the Antarctic, high northern latitudes and both east and west in temperate and tropical zones.",Oct 2017,,Pin moulds and related fungi,http://www.speciesfungorum.org,https://github.com/Sp2000/colplus-repo/raw/master/logos/Zygomycetes.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/38.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""botanical"", ""distribution gazetteer"": ""text""}",,"(,Paul,Kirk,,,,,,,,,)","{""(,P.M.,Kirk,,,,,,,,,)""}",,,
1039,TAXONOMIC,,,OTHER,2021-02-21,2,87,EXTERNAL,Electronic Catalogue of Weevil names (Curculionoidea),WTaxa,"The Electronic Catalogue of Weevil Names is a project in progress. Ultimately it will contain all family, genus and species-group names in the Curculionoidea, a group of beetles with about 60,000 described species which contains many important insects, including the bark beetles (Scolytinae) and powder-post beetles (Platypodinae). Currently the database contains all generic and family-group names, in their current taxonomic position, and based on Alonso-Zarazaga & Lyal's (1999, 2002, 2009) and Lyal & Alonso-Zarazaga's (2005) catalogue of weevil family and genus names. Species-group names are now added up to the end of 2014. These, and their subsequent combinations, have been checked against original publication and current placement for most names firstly published before 1801. All these names have been adequately qualified under the provisions of the International Code of Zoological Nomenclature, 4th Edition. Many duplicate names appearing in previous versions have been eliminated. M. Sánchez-Ruiz is acknowledged as technical editor for WTaxa database and data export for the Catalogue of Life.",2021-02-21,,Weevils,http://wtaxa.csic.es,https://github.com/Sp2000/colplus-repo/raw/master/logos/WTaxa.png,,"{""csv quote"": ""\"""", ""data format"": ""acef"", ""csv delimiter"": ""\t"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""tdwg""}",,"(,MA,Alonso-Zarazaga,,,,,,,,,)","{""(,M.A.,Alonso-Zarazaga,,,,,,,,,)"",""(,C.H.C.,Lyal,,,,,,,,,)""}",{},,
1040,TAXONOMIC,,,,2014-01-22,5,100,EXTERNAL,Annonaceae GSD,AnnonBase,"AnnonBase includes all published names of Annonaceae of any rank worldwide. The idea of this development is to serve as a concise taxonomic backbone for basic as well as applied scientific studies. The AnnonBase source database also includes references to type material and their location of deposit. This releases includes information on vernacular names, distributional data and links to relevant information sources. Database development and maintenance has been done at the Austrian Academy of Sciences, the Natural History Museum of Vienna, and the University of Vienna and was partly funded by the European Commission.",Jan 2014,,Custard apples,http://herbarium.botanik.univie.ac.at/,https://github.com/Sp2000/colplus-repo/raw/master/logos/AnnonBase.png,,"{""csv quote"": ""\"""", ""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/40.tar.gz"", ""data format"": ""acef"", ""csv delimiter"": ""\t"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""rematch decisions"": true, ""nomenclatural code"": ""botanical"", ""distribution gazetteer"": ""iso""}",,"(,Heimo,Rainer,,,,,,,,,)","{""(,\""(eds)\"",\""Rainer H. & Chatrou L.W.\"",,,,,,,,,)""}",{},,
1042,TAXONOMIC,,,CC_BY,2006-10-10,5,100,EXTERNAL,A World Catalogue of Centipedes (Chilopoda) for the Web,ChiloBase,"ChiloBase is a taxonomic database of all known extant centipedes (Chilopoda) of the world including a modern taxonomic system. It provides information on all taxa within the group, including synonymy. In addition to the data available through the Catalogue of Life, the original database also includes original descriptions, type localities and type species. It was compiled by an international team of expert taxonomists with support from GBIF.","1.01, May 2006",,Centipedes,http://chilobase.bio.unipd.it,https://github.com/Sp2000/colplus-repo/raw/master/logos/ChiloBase.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/42.tar.gz"", ""data format"": ""acef"", ""import frequency"": 1, ""nomenclatural code"": ""zoological""}",,"(,Alessandro,Minelli,,,,,,,,,)",{},"{""(,A.,Minelli,,,,,,,,,)""}",,
1044,TAXONOMIC,,,CC_BY,2021-04-01,,,EXTERNAL,World Porifera Database,WoRMS_Porifera,"The World Porifera database is a searchable catalogue of recent sponge species and higher taxon names. The catalogue is intended to promote stability and act as a tool for higher taxon revisions, regional monographs, and eventually as a catalogue of the world’s sponge specimen databases as these are slowly being accumulated through EurOBIS and GBIF. Data are contributed to the Catalogue of Life via the World Register of Marine Species (WoRMS), hosted by the Flanders Marine Institute (VLIZ).",ver. (04/2021),Global,Porifera,http://www.marinespecies.org/porifera,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Porifera.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,R.W.M.,\""Van Soest\"",,,,,,,,,)"",""(,N.,Boury-Esnault,,,,,,,,,)"",""(,J.N.A.,Hooper,,,,,,,,,)"",""(,K.,Rützler,,,,,,,,,)"",""(,N.J.,\""de Voogd\"",,,,,,,,,)"",""(,B.,Alvarez,,,,,,,,,)"",""(,E.,Hajdu,,,,,,,,,)"",""(,A.B.,Pisera,,,,,,,,,)"",""(,R.,Manconi,,,,,,,,,)"",""(,C.,Schönberg,,,,,,,,,)"",""(,M.,Klautau,,,,,,,,,)"",""(,M.,Kelly,,,,,,,,,)"",""(,J.,Vacelet,,,,,,,,,)"",""(,M.,Dohrmann,,,,,,,,,)"",""(,,\""Díaz, M.-C.\"",,,,,,,,,)"",""(,P.,Cárdenas,,,,,,,,,)"",""(,J.L.,Carballo,,,,,,,,,)"",""(,P.,Ríos,,,,,,,,,)"",""(,R.,Downey,,,,,,,,,)"",""(,C.C.,Morrow,,,,,,,,,)""}",,,
1045,TAXONOMIC,,,CC_BY,2014-06-18,5,100,EXTERNAL,Conifer Database,Conifer Database,"The Conifer database is a taxonomic and specimen database of all 615 species of conifers in the world based on herbarium specimens from many herbaria. The database has been compiled primarily as a tool for taxonomic revisions and to produce checklists and monographs. Recent outputs have been A Handbook of the World's Conifers (2010) and An Atlas of the World's Conifers (2013), both by A. Farjon and published by Brill in Leiden. Work on the database is in progress. Over 4,000 new conifer common names in 20 languages and additional references have been contributed as a result of 4D4Life pilot projects.",Jan 2014,,Conifers,,https://github.com/Sp2000/colplus-repo/raw/master/logos/Conifer_Database.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/45.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""botanical"", ""distribution gazetteer"": ""text""}",,"(,,,,,,,,,,,)","{""(,A.,Farjon,,,,,,,,,)"",""(,M.,Gardner,,,,,,,,,)"",""(,P.,Thomas,,,,,,,,,)""}",,,
1046,TAXONOMIC,,,,2013-09-01,5,100,EXTERNAL,Global Butterfly Information System,GloBIS (GART),"The GloBIS/GART database provides the taxonomic backbone for a global information system on butterflies. In addition to the data presented in the Catalogue of Life, the original GloBIS/GART database provides information about the type material such as type locality, status and current location of the type specimens and images, as well as the original and current taxonomic placement. Currently data for the families Papilionidae or ""Swallowtails"" (553 recognized species, more than 2,100 subordinate taxa), Pieridae or ""Whites"" (1,108 recognized species, more than 700 subordinate taxa), and Lycaenidae or ""Hairstreaks, Blues, and Coppers"" (10,879 entered species names, more than 2,000 subordinate taxa) are available, and other butterfly groups to follow.",Sep 2013,,"Hairstreaks, blues, coppers, swallowtails and whites",http://www.globis.insects-online.de/,https://github.com/Sp2000/colplus-repo/raw/master/logos/GloBIS_(GART).png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/46.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,CL,Häuser,,,,,,,,,)",,"{""(,C.,Häuser,,,,,,,,,)"",""(,J.,Holstein,,,,,,,,,)"",""(,A.S.,Kroupa,,,,,,,,,)"",""(,A.,Steiner,,,,,,,,,)"",""(,M.,Turiault,,,,,,,,,)""}",,
